game_id,team_id,player_id,side_id,opp_team_id,pts,fgm,fga,fgperc,twoptm,twopta,twoptperc,threeptm,threepta,threeptperc,ftm,fta,ftperc,oreb,dreb,reb,ast,tov,stl,blk,blka,fc,sfc,nsfc,fd,sfd,nsfd,pir,plus_minus_pts,seconds_played,plus_minus_reb,plus_minus_ast,plus_minus_stl,plus_minus_tov,plus_minus_fc
20191031-2015-lostangels-northlondonlions,lostangels,lostangels-daria,0,northlondonlions,6,2,7,28.6,0,0,0,2,7,28.6,0,0,0,0,1,1,1,2,2,0,0,1,0,1,3,0,3,5,-4,2040,7,6,1,0,1
20191031-2015-lostangels-northlondonlions,lostangels,lostangels-jazeps,0,northlondonlions,10,4,13,30.8,2,7,28.6,2,6,33.3,0,0,0,1,5,6,8,4,6,0,1,3,1,2,0,0,0,13,-4,2040,7,6,1,0,1
20191031-2015-lostangels-northlondonlions,lostangels,lostangels-rolands,0,northlondonlions,4,2,10,20.0,2,10,20.0,0,0,0,0,0,0,9,6,15,3,2,0,0,0,4,2,2,0,0,0,8,-4,2040,7,6,1,0,1
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-tanky,1,lostangels,15,5,12,41.7,0,4,0,5,8,62.5,0,0,0,0,2,2,1,0,2,0,0,0,0,0,1,0,1,14,8,1536,-9,-3,2,-4,2
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-boma,1,lostangels,35,13,28,46.4,7,15,46.7,6,13,46.2,3,5,60.0,4,7,11,4,2,3,3,0,1,1,0,3,3,0,39,5,1758,-2,-5,-3,2,-2
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-tom,1,lostangels,6,3,4,75.0,3,4,75.0,0,0,0,0,1,0,2,1,3,1,3,1,0,0,1,0,1,1,1,0,6,3,1000,-5,-1,3,-4,-4
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-kenny,1,lostangels,3,1,5,20.0,0,4,0,1,1,100.0,0,2,0,0,6,6,0,4,0,0,1,4,1,3,2,0,2,-4,-5,941,-1,-5,-5,5,1
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-mikey,1,lostangels,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,2,2,0,3,0,3,3,2,1007,-4,-4,-1,1,3
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-sulley,1,lostangels,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,4,15,936,-4,1,1,0,3
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-millie,1,lostangels,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,-2,1571,-5,-6,0,-1,-5
20191031-2015-lostangels-northlondonlions,northlondonlions,northlondonlions-kat,1,lostangels,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,-1,-6,1454,-5,-7,-2,1,-3
20191031-2100-lions-rockets,lions,lions-diego,0,rockets,5,2,5,40.0,1,3,33.3,1,2,50.0,0,0,0,1,1,2,1,1,7,0,1,0,0,0,1,0,1,11,-9,1776,-15,1,4,-3,2
20191031-2100-lions-rockets,lions,lions-gus,0,rockets,5,2,3,66.7,2,2,100.0,0,1,0,1,4,25.0,0,6,6,1,1,4,0,0,1,1,0,3,2,1,13,-10,1825,-12,1,4,0,0
20191031-2100-lions-rockets,lions,lions-kata,0,rockets,14,5,11,45.5,4,9,44.4,1,2,50.0,3,4,75.0,1,2,3,1,3,1,0,0,1,1,0,3,2,1,11,-11,2040,-16,1,5,-1,2
20191031-2100-lions-rockets,lions,lions-mychelle,0,rockets,5,2,8,25.0,1,5,20.0,1,3,33.3,0,0,0,2,2,4,1,6,0,0,0,4,4,0,1,0,1,-5,-11,2040,-16,1,5,-1,2
20191031-2100-lions-rockets,lions,lions-rashid,0,rockets,7,3,9,33.3,2,4,50.0,1,5,20.0,0,0,0,0,1,1,0,2,0,0,0,2,1,1,0,0,0,-2,-7,1226,-10,1,2,2,1
20191031-2100-lions-rockets,lions,greenmachine-andris,0,rockets,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,1,1,4,3,1,0,0,2,1,1,0,0,0,1,-7,1288,-11,0,5,-2,3
20191031-2100-lions-rockets,rockets,rockets-alex,1,lions,4,2,6,33.3,2,5,40.0,0,1,0,0,2,0,1,11,12,1,4,1,0,0,3,2,1,1,1,0,6,15,1528,11,1,-1,-1,0
20191031-2100-lions-rockets,rockets,rockets-anna,1,lions,2,1,5,20.0,1,5,20.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,-2,11,956,9,-1,-1,-2,0
20191031-2100-lions-rockets,rockets,rockets-darnell,1,lions,16,7,10,70.0,7,9,77.8,0,1,0,2,4,50.0,2,3,5,3,1,0,0,0,0,0,0,4,2,2,22,9,1573,13,-1,-4,0,-4
20191031-2100-lions-rockets,rockets,rockets-marc,1,lions,19,7,13,53.8,7,13,53.8,0,0,0,5,14,35.7,4,2,6,1,1,3,1,0,0,0,0,8,8,0,22,5,1487,10,-1,-3,0,-3
20191031-2100-lions-rockets,rockets,rockets-patricia,1,lions,4,2,3,66.7,2,3,66.7,0,0,0,0,0,0,2,1,3,1,4,0,0,0,1,0,1,0,0,0,2,0,1507,10,0,-5,3,-3
20191031-2100-lions-rockets,rockets,rockets-paul,1,lions,4,2,3,66.7,2,3,66.7,0,0,0,0,1,0,2,0,2,0,7,4,0,0,3,1,2,1,1,0,-1,4,1531,14,-2,-7,4,1
20191031-2100-lions-rockets,rockets,saturdays-jo,1,lions,0,0,1,0,0,0,0,0,1,0,0,2,0,1,3,4,1,0,0,0,0,0,0,0,1,1,0,3,11,1615,13,-1,-4,1,-1
20191107-1845-lions-camdenhells,lions,lions-foley,0,camdenhells,6,2,10,20.0,1,4,25.0,1,6,16.7,1,2,50.0,0,4,4,0,2,1,0,0,5,4,1,2,1,1,-3,-3,1664,-15,-2,0,3,6
20191107-1845-lions-camdenhells,lions,lions-gus,0,camdenhells,0,0,4,0,0,4,0,0,0,0,0,0,0,1,8,9,0,3,0,1,0,3,3,0,1,0,1,1,-5,1554,-12,-3,4,-2,5
20191107-1845-lions-camdenhells,lions,lions-kata,0,camdenhells,6,3,10,30.0,3,8,37.5,0,2,0,0,0,0,0,1,1,6,3,6,0,1,1,0,1,0,0,0,7,-3,2032,-20,-2,2,1,8
20191107-1845-lions-camdenhells,lions,lions-mychelle,0,camdenhells,7,3,13,23.1,2,4,50.0,1,9,11.1,0,0,0,0,4,4,2,7,4,0,0,1,1,0,1,0,1,0,-1,1883,-21,-1,3,-1,8
20191107-1845-lions-camdenhells,lions,lions-rashid,0,camdenhells,8,3,5,60.0,1,3,33.3,2,2,100.0,0,1,0,0,5,5,1,1,0,0,0,2,2,0,1,1,0,9,4,1349,-17,1,0,3,4
20191107-1845-lions-camdenhells,lions,greenmachine-andris,0,camdenhells,4,2,3,66.7,2,3,66.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,-7,1116,-15,-3,1,1,9
20191107-1845-lions-camdenhells,camdenhells,camdenhells-davidgalindo,1,lions,0,0,7,0,0,6,0,0,1,0,0,0,0,2,2,4,3,2,1,0,0,1,0,1,0,0,0,-2,1,1183,13,-1,-4,1,-2
